Wall time,Step,Value
1744584860.4332268,2048,7.510000228881836
1744584863.961678,4096,8.300000190734863
1744584867.5976803,6144,11.319999694824219
1744584871.3004365,8192,16.420000076293945
1744584874.9012294,10240,22.06999969482422
