Wall time,Step,Value
1744584031.6702397,2048,7.489999771118164
1744584035.201085,4096,13.729999542236328
1744584038.5688033,6144,20.479999542236328
1744584042.234079,8192,26.959999084472656
1744584045.7077444,10240,41.31999969482422
