Wall time,Step,Value
1744583225.2343638,2048,0.30000001192092896
1744583229.3070724,4096,0.20000000298023224
1744583233.1594844,6144,0.30000001192092896
1744583236.732898,8192,2.0
1744583240.2422483,10240,3.700000047683716
