Wall time,Step,Value
1744584644.5617104,2048,2.240000009536743
1744584648.0623262,4096,3.7674999237060547
1744584651.5788496,6144,4.652500152587891
1744584655.1294212,8192,7.704999923706055
1744584658.8838723,10240,11.4399995803833
